CUST_KEY,JOBPARTCHARGE,JOBLABOURCHARGE,MODEL_NEW,YEAR,AVG_MILE
18459-WMWRH33586TJ42397,464.005,188.325,COOPER S CONVERT,2006,10634.1
18459-WMWZS5S53EWH99632,132.935,92.7,COOPER COUNTRYMAN,2011,17160.8625
18460-WEPNV33597SS40103,205.825625,152.26375,525,2007,9998.419191919193
18461-5YMGY0S54PLK25723,1757.92,900.0,X5,2010,23421.0
18461-WEPVQ7S58ES779046,83.1,74.5,535,2011,12356.0
18463-WEPWL73557PK45665,158.748,108.79,335,2007,4682.520833333334
18467-WESWD93518PY39130,112.21066666666667,81.33999999999999,M3,2008,6011.831414141415
18470-WMWMV73599TT96454,52.13,110.90722222222222,COOPER S,2009,11254.666600529099
18471-5QKKR0S5KJL072876,34.76,31.0,X5,2018,8129.0
18477-5QKSR6S56KLK80858,11.120000000000001,45.457142857142856,X5,2019,16665.0
18477-WEP3N5S51EV715907,76.90095238095238,55.36904761904762,428,2014,10973.499206349206
18477-WEPJP7S50JWP71960,40.17,20.935714285714287,530,2018,14211.857142857143
18477-WEPKV3S50EE567263,85.07866666666665,55.0,328,2011,15373.522222222224
18478-WMWMV33519TQ70474,379.40319999999997,189.90919999999997,COOPER 1.6,2009,11128.584857142856
18478-WMWRS335K5TK62828,69.64166666666667,76.58333333333333,COOPER 1.6,2005,4743.375
18479-WMWRS33414TJ61246,160.81153846153848,173.8846153846154,COOPER 1.6,2004,5615.377622377622
18485-WEPVH13528KR82896,104.44375,276.9125,323,2008,13527.185416666667
18486-WEP5P7S5KGG150165,28.87727272727273,29.145454545454548,528,2016,7558.939393939395
18486-WEP7E0S55KG527507,56.833333333333336,24.8,750,2019,3854.0
18486-WEPKH5S57SDW04537,59.11545454545455,34.53636363636363,528,2012,8318.522727272728
18486-WEPPK73549P449792,76.87,29.55,328,2009,11582.333333333334
18494-WMWRH33588TQ81051,179.61892857142857,199.70035714285714,COOPER S CONVERT,2008,10478.429209183672
18496-WEPWS33528PD09322,140.64478260869564,202.25260869565216,328,2008,18891.742524625133
18498-5QKWK5S58EL711276,104.08526315789474,134.98947368421054,X3,2011,8899.591113199665
18498-WESEL93465PN62981,74.53785714285713,116.13,3 SERIES E46,2005,20496.10992063492
18500-WEPVT73537VZ35837,130.4985714285714,121.70000000000002,328,2007,15832.469387755102
18501-5QKVE83508L160860,263.83346153846156,172.65961538461536,X5,2008,7791.395163170163
18508-WEPHL83547DT09356,210.07697674418603,178.84186046511627,750,2007,15605.121052461749
18509-WEPEP33492PV00234,194.32500000000002,62.3,325,2002,16478.03125
18512-WEPNV73567SQ24969,93.52,205.4875,530,2007,15133.445188492064
18513-5QKWK9S5KD0P29143,124.602,97.92,X3,2013,7528.0
18513-WMWZE3S50EWM00311,56.23733333333333,90.71666666666667,COOPER COUNTRYMAN,2011,12677.08
18515-5QKVE53555LV19249,258.96,238.57444444444445,X5,2005,19891.692901234568
18517-5QKZV8S53DL426816,274.543125,207.77812500000002,X5,2013,23629.67410714286
18518-WESNE935K8SK09341,79.81833333333334,49.75833333333333,M5,2008,1658.8
18525-WMWSK3S57ST155108,68.59400000000001,83.99,COOPER COUPE,2012,2624.75
18530-5QKVP13546LY34489,130.8,173.75,X5,2006,15875.375
18538-WMWMV33579TQ70527,39.88058823529412,62.09058823529411,COOPER 1.6,2009,11561.2081232493
18541-5QKZW0S53D0E94351,37.067499999999995,36.2,X5,2013,9712.5
18541-WESVP93538E041843,87.6875,54.175,X5,2008,4417.6
18551-WMWRH33548TQ80382,99.61666666666667,129.65,COOPER S CONVERT,2008,8323.75
18555-WEPEV33435KL64719,126.102,178.244,3 SERIES E46,2005,20862.115555555552
18558-WESVP93558E041746,123.81818181818181,110.35909090909091,X5,2008,8171.720582447855
18564-WEPVH13527KS96083,155.99190476190475,139.25714285714287,323,2007,19813.907029478458
18565-5QKVE43568L022720,50.4,50.0,X5,2008,19206.575
18570-WEPEV33445KK11930,135.18666666666667,159.79999999999998,3 SERIES E46,2005,12775.011904761903
18571-WEPQS73538VV23469,149.19454545454545,121.27454545454545,135,2008,12052.939393939394
18574-WEKPP93496WG86260,659.84,284.4,X3,2006,11758.92857142857
18583-WMWSQ3S59ET093749,76.44448275862068,89.23034482758621,COOPER CLASSIC LIMITED,2011,21982.10459770115
18588-WEKPS934K7WV04822,385.085,330.44,X3,2007,14923.0
18590-5QKVE43528L019670,76.87,29.55,X5,2008,10147.75
18593-WMWRH33598TQ81253,19.06,69.8,COOPER S CONVERT,2008,2226.84
18594-5QKZV8S55SL422362,264.04105263157896,174.30526315789476,X5,2012,7546.797368421052
18602-5QKVP13505LY08020,288.5114285714286,249.18357142857144,X5,2005,20566.219972686045
18614-WEKPP93455WD09584,135.56266666666664,179.23,X3,2005,14217.929158249159
18620-WEPEV33425KK13160,103.43166666666667,128.15,3 SERIES E46,2005,9091.481481481482
18622-WEPEV33455KK13556,245.21416666666664,229.75166666666667,3 SERIES E46,2005,13951.566666666668
18629-WMWMV33567TL78452,310.9,260.38,COOPER 1.6,2007,16015.3
18630-5QKVE53575LV16529,123.04333333333334,182.7125,X5,2005,12582.359595959597
18631-5QKVE53535LV17337,73.0,52.9,X5,2005,12123.142857142857
18638-WEKPS93448WE78980,159.89249999999998,258.5125,X3,2008,12284.632679473305
18638-WEPLM5S53EE495982,202.48666666666668,96.3,Z4,2011,5850.5
18640-WMWZP3S54ETK82720,147.34333333333333,95.62121212121212,COOPER S,2011,13006.49191919192
18641-WEPDE6322VEW57524,220.0,372.5,5 SERIES E39,1997,50.0
18646-WMWRS33455TS59152,581.65,279.75,COOPER 1.6,2005,15808.42857142857
18649-4QSEQ33576LW59524,136.376,67.9,Z4,2006,5774.538888888889
18649-WEP4P7S57VD413062,83.89833333333333,138.725,428,2015,18387.033333333336
18649-WEPNV33527SS39777,186.12153846153845,100.22307692307693,525,2007,16826.29671738518
18653-5QKWK9S50E0D09347,39.647000000000006,42.825,X3,2014,7353.92
18655-WMWMV335K8TQ65658,37.682,76.505,COOPER 1.6,2008,5713.250595238095
18661-WEPNV13578SZ58922,115.62052631578948,125.02105263157895,528,2008,20004.80862098428
18666-WEPHN83528DT86450,265.082,82.74000000000001,750,2008,10322.7
18669-WMWMV73598TT90183,96.03588235294119,116.82235294117648,COOPER S,2008,10311.588235294117
18670-5QKVP13565LY07891,114.50777777777778,200.89555555555555,X5,2005,19110.617283950618
18671-WEP3N9S54GK251089,48.36125,73.67500000000001,428,2016,8901.5
18672-WMWRS33585TK61631,47.5,59.5,COOPER 1.6,2005,24668.714285714286
18675-WEPNV93548SW56020,151.09826086956522,156.09130434782608,535,2008,15138.202616224356
18676-WEPWS73519E063428,188.7125,201.28783333333334,335,2009,15690.612511423762
18682-WMWMV33538TQ65498,244.98,164.5,COOPER 1.6,2008,20343.25
18685-5QKVE43598L000663,164.5666666666667,72.13222222222223,X5,2008,13999.166666666666
18685-5QKZV4S52DL992717,41.79454545454546,118.91818181818181,X5,2013,22755.454545454544
18687-WMWMV33509TQ69767,32.635,78.5,COOPER 1.6,2009,6235.4
18688-WEPNP73514E059665,48.62,0.0,530,2004,15257.6
18689-WESWD93528PY41842,101.495,172.7,M3,2008,4626.7
18689-WMWZS5S59VWP42130,21.41,25.25,COOPER COUNTRYMAN,2015,10360.0
18694-5QKWK7S58G0K35955,41.33,31.340000000000003,X3,2016,13384.283333333335
18694-WESVP93558E215704,202.78777777777776,160.04333333333332,X5,2008,6166.016931216931
18699-5QKTR9S53JLD73324,27.302500000000002,61.84375,X3,2018,5446.6875
18699-5QKZV4S58SL744406,110.10414634146342,131.47926829268292,X5,2012,15521.082229965155
18699-WEP8E3G59GNT76276,36.180625,53.225,328,2016,7544.078125
18699-WEPNV13558SZ60197,122.39441176470588,98.20323529411765,528,2008,12728.13905228758
18705-WES3R9S58VK331543,47.0375,56.025000000000006,M4,2015,5374.125
18707-WEPQN7S55SVM26564,134.0872,99.64200000000001,135,2012,4648.675238095238
18708-WMWMV73568TT87435,69.92999999999999,71.70714285714287,COOPER S,2008,2607.1071428571427
18709-WMWMV73579TT94301,74.76666666666667,65.01,COOPER S,2009,4026.116666666667
18711-WMWMV73549TW80090,135.58523809523808,137.43809523809523,COOPER S,2009,9984.007936507936
18712-WEPNQ53598ST15837,140.89000000000001,167.37857142857143,528,2008,10453.819264069263
18721-WEPVE73547KY61886,134.58,108.35,335,2007,8662.0
18724-WMWMV73529TT94495,149.6195,146.7845,COOPER S,2009,18829.264285714286
18725-WMWMV33578TQ66928,46.555714285714295,131.49428571428572,COOPER 1.6,2008,14413.2
18726-WMWRE33414TD83427,579.8955555555556,205.48333333333332,COOPER S 6SPD,2004,13826.944444444445
18738-WMWSV3S51DT477878,19.91111111111111,58.87777777777777,COOPER S,2013,5247.759259259259
18747-WMWMV73548TT89488,244.61727272727273,272.89,COOPER S,2008,14792.727272727272
18758-WMWRE335K6TL22425,345.65999999999997,213.9,COOPER S 6SPD,2006,7742.507653061225
18767-WEPGV8326WDL50160,97.24,0.0,740,1998,8585.714285714286
18772-WMWRS33493TS44585,0.0,75.0,COOPER 1.6,2003,10730.538461538461
18774-WMWRH33516TL93214,212.87333333333333,232.0,COOPER S CONVERT,2006,7158.507407407407
18783-5QKWK9S52E0D22195,94.27234042553192,72.52978723404256,X3,2014,16054.275531914893
18783-WEKPS93458WJ15567,138.95333333333335,137.93400000000003,X3,2008,14781.960952380954
18783-WEPNV93518SW55441,206.0,270.0,535,2008,15664.8
18784-WMWML33569TP97655,80.15799999999999,156.88039999999998,COOPER CLUBMAN,2009,15037.287428571428
18789-WEPKV9S51EE247100,23.615454545454543,86.01727272727273,335,2011,5246.75
18789-WEPWS3S51PP470392,35.054,74.06800000000001,328,2010,9769.1
18793-5QKWK7S37H0W39734,57.53181818181818,23.913636363636364,X3,2017,12817.681818181818
18793-WEPQQ3S59SP951260,51.824999999999996,31.712500000000002,328,2012,9976.179166666667
18793-WMWRS33546TK66231,86.518,153.44,COOPER 1.6,2006,18921.062857142857
18799-WMWMV73548TV38143,40.215714285714284,65.92142857142856,COOPER S,2008,4792.955782312924
18807-WMWRS33555TJ71157,221.17333333333332,223.20000000000002,COOPER 1.6,2005,14695.777777777776
18812-WMWMV735K9TT94406,252.72500000000002,114.65,COOPER S,2009,13085.583333333332
18814-5QKVE53506LV23730,252.64,185.06363636363636,X5,2006,5943.585664335664
18815-WEPWE33558PQ89282,46.13,190.0,328,2008,13500.0
18817-WMWKP7S51V2P33838,67.5175,104.4625,COOPER HATCH,2015,16297.25
18818-WEPVP33558KK87651,128.29999999999998,94.56666666666668,328,2008,15223.975
18821-WEPEW53424PL40506,23.58666666666667,168.0,330,2004,17433.4
18821-WEPVQ9S51DDY72144,122.42285714285715,128.9047619047619,550,2013,8045.344557823129
18823-5QKWK7S54DL980700,131.30655172413793,123.98862068965518,X3,2013,21543.540804597702
18823-WEP1V7S51VVK95863,63.9875,32.1,228,2015,17018.0
18824-WMWRS33415TS56202,68.51,173.61666666666667,COOPER 1.6,2005,13779.845833333333
18832-5QKWK9S53D0P24866,39.22217391304348,49.953913043478266,X3,2013,8618.53115942029
18832-WEKPS73428WE52642,31.082500000000003,94.5125,X3,2008,8652.9375
18835-WEPVT73598VV29384,163.95476190476188,204.3452380952381,328,2008,27924.13116883117
18838-WMWRE33526TL22838,0.0,75.0,COOPER S 6SPD,2006,10344.888888888889
18846-5QKVG2S5KE0S42814,207.90529411764706,141.6735294117647,X6,2014,24986.46568627451
18846-WEPKG7S54EE264054,68.84411764705882,120.77588235294118,335,2011,18020.245098039217
18849-5QKZV8S57EL420255,211.78071428571428,209.5517857142857,X5,2011,18616.74226190476
18849-5YMKT6S56G0R78594,156.57709677419356,94.83387096774193,X5,2016,15850.040322580646
18850-WEPVH13538KS99706,275.645,142.4075,323,2008,18902.5
18853-WMWMV73538TT91247,155.8522222222222,137.62777777777777,COOPER S,2008,6343.142857142858
18859-WMWMV33589TW70168,178.035,128.6,COOPER 1.6,2009,16857.571428571428
18862-WESER93444PK06283,0.0,29.95,3 SERIES E46,2004,13644.125
18865-WEPWL73558PK59986,53.059230769230766,80.5653846153846,335,2008,4615.722921522922
18867-WEPWS33518PQ83217,46.07857142857143,61.814285714285724,328,2008,8757.059523809525
18873-5QKTS3S56KLR73058,163.67636363636365,170.90636363636364,X3,2019,2745.6363636363635
18873-WEKPS93447WV02712,133.3676,136.02,X3,2007,26571.29911111111
18884-5QKVE33503LH44828,129.62666666666667,62.21666666666667,X5,2003,14771.468376068375
18885-WMWZS5S54SWM14450,17.946363636363635,38.809090909090905,COOPER COUNTRYMAN,2012,12253.181818181818
18887-5QKVE53585LV17401,290.12,0.0,X5,2005,10714.285714285714
18893-WMWMV73579TT97554,68.886,127.82000000000001,COOPER S,2009,14978.605
18896-WEKHT3S3KGP883563,61.85285714285715,55.801785714285714,X1,2016,10486.764880952382
18899-WMWMV33519TT68768,27.09,95.22666666666667,COOPER 1.6,2009,8978.0
18903-5QKKQ6S55V0V94554,50.105555555555554,31.497222222222224,X6,2015,8462.741666666667
18903-5QKVH0S55PLS66061,269.06961538461536,316.91923076923075,X6,2010,15026.624358974359
18905-5QKVE53565LV12861,100.24235294117646,137.95176470588237,X5,2005,18649.6489729225
18905-WEP4P5S51VD572017,71.63555555555556,83.32851851851852,440,2015,10093.920987654323
18910-WMWRE33565TL10755,81.52333333333333,116.04333333333334,COOPER S 6SPD,2005,10235.690476190475
18911-WEPQN7S58SVM26560,220.502,62.004,135,2012,5874.422666666667
18911-WEPVD53518P282506,40.192499999999995,34.475,335,2008,13222.0
18913-WEPPK73539P464574,155.46780487804878,223.71731707317073,328,2009,9866.640019533312
18919-WMWZS5S58SWL57878,3.4975,31.6,COOPER COUNTRYMAN,2012,9148.0
18926-WEPNE53557SK91919,192.88500000000002,65.3,525,2007,10706.6
18927-WEPVS93528K035919,139.696875,175.40812499999998,328,2008,9842.310515873016
18934-WEPVD53587P006497,133.30642857142857,156.1767857142857,335,2007,8758.218560606061
18935-WESNE93548SK08993,0.0,441.0,M5,2008,12223.0
18936-WEPNV13518SZ56907,88.82542857142857,104.41571428571429,528,2008,11093.70827252113
18939-WEPVQ9S59ES785076,114.68384615384615,65.26923076923077,550,2011,7447.871794871795
18939-WEPWL73599PK44778,155.4930769230769,149.5596153846154,335,2009,7981.7665598290605
18941-WMWMV73539TW82283,108.54142857142857,155.42142857142858,COOPER S,2009,22046.785714285714
18941-WMWZS5S58EWL54171,75.13857142857142,77.79761904761905,COOPER COUNTRYMAN,2011,18393.975396825397
18942-WEPPK7G59ENN85599,44.77,41.125,328,2011,8303.546999007936
18944-5QKVE43548L034395,39.576153846153844,78.3576923076923,X5,2008,16838.660073260075
18947-WEP3E3S50DV533787,50.03823529411765,85.11470588235295,328,2013,9309.637254901962
18949-WMWRE33516TL24337,213.79000000000002,57.75,COOPER S 6SPD,2006,10727.9375
18951-WEKPP93426WG88559,249.94115384615387,255.19692307692307,X3,2006,22423.29701132201
18951-WMWMV33527TL77623,189.30583333333334,176.94375,COOPER 1.6,2007,16600.618055555555
18960-WEPNW13558SZ81838,94.48735294117648,159.8270588235294,535,2008,16364.232563025213
18962-5QKWK7S57G0S17110,15.19,14.5625,X3,2016,9530.0
18962-WEP3K9S54VD869042,35.585,20.387500000000003,328,2015,4550.0
18962-WEPSP2S57DS339119,149.22857142857143,89.88214285714285,535,2013,10590.92857142857
18964-WEP3S3S51DV146579,14.618,59.160000000000004,320,2013,9658.0
18964-WMWZS5S55EWM10244,39.41222222222222,34.13333333333333,COOPER COUNTRYMAN,2011,11530.222222222223
18966-WEPDN63492GN87147,65.914,185.07,3 SERIES E39,2002,9602.090476190477
18974-WEPVS93527KK59009,162.05473684210526,146.35052631578947,328,2007,12379.361705545916
18978-WEPEV53415KM41826,110.1509090909091,198.98272727272726,3 SERIES E46,2005,12301.775432900433
18980-WMWRS33455TS58339,47.38428571428572,165.75,COOPER 1.6,2005,14253.96103896104
18982-5QKVE835K8L160137,130.61642857142857,87.09285714285714,X5,2008,14423.639795918367
18985-5QKVE43588L020189,245.20000000000002,89.58666666666666,X5,2008,13439.272222222222
18997-5QKVE53565LV17526,105.1175,210.4275,X5,2005,17273.166666666668
18999-5QKVV0S53PLT75850,236.70363636363635,160.06704545454545,X5,2010,19080.206998556998
190-5QKSR6S00LLL65796,0.0,97.6,X5,2020,2646.0
19003-WEP3E3S57DJ976676,119.71722222222223,57.59444444444445,328,2013,14226.69351851852
19003-WMWMV73588TT89221,108.86181818181818,111.36363636363636,COOPER S,2008,13946.341991341991
19004-5QKVP53583LV98657,633.1600000000001,263.7,X5,2003,16425.30769230769
19006-5QKVE83539L168985,195.03297297297297,186.33324324324323,X5,2009,8765.275137475139
19006-5YMGY0S55ELK26378,286.3656862745098,206.5235294117647,X5,2011,13332.55871459695
19008-5QKVV03529LJ95819,123.76055555555556,186.91944444444445,X5,2009,14953.386868686868
19008-WEPEV13485KL24141,99.15166666666669,133.76666666666668,3 SERIES E46,2005,9404.661904761904
19010-WEKPS93438WJ03644,79.978,271.26000000000005,X3,2008,13368.125
19013-5QKZV4S59D0E00869,111.61454545454545,143.7318181818182,X5,2013,16544.095959595958
19013-WEPPL5S56EP742066,117.91562499999999,115.578125,335,2011,14416.141964285714
19017-WEKPP73495WS48860,93.26,149.6628,X3,2005,11812.494502164504
19025-WMWMV73518TT87228,280.5342857142857,258.3071428571429,COOPER S,2008,11888.489795918367
19034-WEKPP93415WD23112,12.39,156.9,X3,2005,14629.017857142857
19034-WEKPS7S40PWE53617,40.37,47.1,X3,2010,11383.0
19036-5QKZW0S56S0E89627,132.51,279.4,X5,2012,4867.25
19036-WEPPK73509P450941,65.529,41.281,328,2009,16057.375
19039-WEPVP33508KK83832,143.10191489361702,154.7712765957447,328,2008,13352.392147923
19040-WEKPP93445WD19555,210.5727777777778,195.74277777777777,X3,2005,12255.178515311847
19044-WMWMV33559TQ69764,32.26777777777778,96.56777777777778,COOPER 1.6,2009,12228.777777777777
19049-WMWRH335K7TJ43360,44.06,110.0,COOPER S CONVERT,2007,8222.125
19050-WMWRS33494TJ60474,179.81125000000003,72.9425,COOPER 1.6,2004,5671.245454545454
19053-WMWMV33589TQ73341,59.544,57.886,COOPER 1.6,2009,6668.942857142858
19055-5QKWK7S51EL733101,491.82,105.26666666666667,X3,2011,16855.5
19060-WEPVH13527KR82475,46.46666666666666,121.48333333333333,323,2007,13690.799999999997
19060-WMWMV3S58PTZ27446,87.83,95.7375,COOPER,2010,16628.833333333332
19062-WEPVL1S59SVM57291,22.7825,60.895833333333336,X1,2012,13812.861111111111
19068-5QKVE33503LH41380,265.65999999999997,275.58875,X5,2003,12996.370192307691
19070-5QKVE43528L028725,132.17,14.775,X5,2008,13097.0
19071-WMWMV93519TV96386,74.58500000000001,100.83571428571429,COOPER JCW,2009,6657.908163265306
19078-WMWMV33569TQ73449,31.078333333333337,83.61,COOPER 1.6,2009,13915.25
19080-5QKVE83599L171275,204.535,172.4,X5,2009,18469.13703703704
19100-5QKVE83528L162738,132.215,156.0,X5,2008,14320.5
19103-WEPWE73538P157123,160.815,106.45,335,2008,14059.730555555556
19105-WEPPV33401VV05201,136.79,66.6,3 SERIES E46,2001,17046.5
19105-WESER93491EK21142,142.03333333333333,71.55,3 SERIES E46,2001,10189.592592592593
19106-WEPWS33519PS87833,129.10222222222222,83.5988888888889,328,2009,15725.807936507937
19109-WMWMV33568TQ64104,147.26878787878786,122.0078787878788,COOPER 1.6,2008,15153.515440115441
19117-5QKVE83558L163883,100.62666666666667,108.05111111111111,X5,2008,3695.12962962963
19120-WMWMS93509TK19511,440.34,49.95,COOPER CONVERTIBLE,2009,2404.6666666666665
19125-WEP3E9S52EV588178,139.87625,72.50625,335,2014,7305.833333333334
19134-5QKVE83578L165893,127.46799999999999,83.91,X5,2008,1487.3633333333332
19134-WEPNV93579S131633,41.53,50.0,535,2009,15331.0
19137-WEKPS73408WE52235,150.948,126.68,X3,2008,4243.548821548821
19140-WEKPS93407WV12735,272.332,272.703,X3,2007,17744.62
19142-5QKWK7S55EL983557,386.784,63.056999999999995,X3,2014,15393.091666666665
19142-WEPEQ33415PR18328,117.28461538461539,175.85384615384615,3 SERIES,2005,14975.688186813186
19147-WMWMV93559TV97282,195.78791666666666,198.1875,COOPER JCW,2009,17049.28263888889
19148-WEPVE73508P102477,232.52833333333334,152.79166666666666,335,2008,21007.893518518522
19149-5QKVE835K8L160087,1465.1,100.0,X5,2008,16782.2
19159-WEP3P5S57SV348942,95.1632258064516,61.20967741935484,328,2012,15116.621505376344
19159-WEPVP33588KK88776,85.0075,100.16250000000001,328,2008,17826.975
19160-WEPKS6S53ES394988,42.4375,90.0,750,2011,15054.5
19160-WMWMV73549TW82423,141.08333333333334,97.46666666666665,COOPER S,2009,7479.333333333333
19161-WEPPM735K9E194598,44.385,84.63571428571429,335,2009,6272.029591836735
19162-WEPQL73528VE89069,214.43699999999998,110.799,128,2008,3253.1766666666667
19164-WEPEQ33454PR14104,257.375,60.225,3 SERIES,2004,7141.967948717949
19166-5QKVG2S50SL779409,259.4822222222222,89.42222222222222,X6,2012,21642.603174603177
19173-WEPQS9S59SVM13107,42.40071428571429,37.75714285714286,135,2012,6711.672619047619
19173-WES3S9S56VP803274,46.537600000000005,59.534,M3,2015,7710.688
19175-WEPQL73578VE86409,56.366,132.32,128,2008,6788.505555555555
19179-WMWRS33576TK72847,123.11,94.16071428571429,COOPER 1.6,2006,13887.495691609978
19185-WMWMV335K9TQ73826,65.19285714285715,94.71857142857142,COOPER 1.6,2009,5819.393197278912
19186-5QKVG2S50SL779877,134.685625,51.64375,X6,2012,13247.3375
19186-WEPPK73519P451032,67.89500000000001,78.80000000000001,328,2009,19946.333333333332
19187-WMWMM33539TP74122,130.1003448275862,148.52137931034483,COOPER CLUBMAN,2009,15763.67553366174
19189-WMWML33589TK50062,98.09285714285713,121.06666666666668,COOPER CLUBMAN,2009,15178.06065759637
19195-5QKVE53516LV27236,90.17666666666668,166.63333333333333,X5,2006,12560.78409090909
19198-5QKZW0S55EL660502,567.4842857142856,60.0,X5,2011,8081.142857142857
19198-5QKZW0S59D0E93771,270.645,149.27857142857144,X5,2013,6281.702380952381
19199-5QKVE8S52PL311364,299.7575,229.46875,X5,2010,22921.4
19199-WEPEW53445PN36803,0.0,160.0,330,2005,17580.875
19203-WEPPL5S58EP918082,547.0225,167.4975,335,2011,17510.5
19207-WEP3S3S56DV979178,201.04470588235296,163.43235294117648,320,2013,17925.387254901958
19209-5QKKS4S56J0Y20911,73.37857142857142,27.892857142857142,X5,2018,14178.42857142857
19209-5QKKS4S58V0J99078,181.11333333333334,69.04523809523809,X5,2015,18683.511904761905
19209-5QKZV4S54SL759940,141.44588235294117,88.42647058823529,X5,2012,24172.21568627451
19209-WEP3E3S50DV542747,25.00214285714286,42.385714285714286,328,2013,17902.011904761905
19209-WEPVH135K8KS99797,109.67333333333333,56.96666666666667,323,2008,14675.213888888888
19222-5QKVE53554LV01476,90.4,45.6,X5,2004,24802.666666666668
19234-WEPWS73559E270081,149.21272727272728,136.02954545454546,335,2009,14919.499567099567
19235-5QKSR6S54KLK82009,10.071428571428571,59.4,X5,2019,17335.0
19235-5QKVE435K9L269580,132.4893103448276,122.48620689655172,X5,2009,5825.326149425287
19238-WEPNW53528ST49337,230.89125,151.30625,550,2008,4884.674305555555
19240-WEPQP73559VV07201,33.15714285714286,64.28571428571429,135,2009,6979.2
19242-WEKPS93439WJ28951,142.599,118.52000000000001,X3,2009,13116.653333333332
19244-WEKPS93489WJ24393,382.57437500000003,203.663125,X3,2009,7741.78125
19245-WMWRE33586TN27872,530.88,241.55,COOPER S 6SPD,2006,14454.333333333334
19246-5QKWK9S58D0D03049,36.33125,52.090625,X3,2013,18361.34375
19246-WEP3R5S59EV730322,151.08314285714286,68.41285714285713,435,2014,15312.70523809524
19246-WEPPL5S53EP921309,392.9285,84.14500000000001,335,2011,11268.070833333333
19246-WEPVE73537PP85790,262.1825,57.375,335,2007,21318.9
19248-WEPWS73508E063225,63.878571428571426,53.62857142857143,335,2008,4967.516233766233
19251-WMWRS33576TK71049,188.9925,294.4125,COOPER 1.6,2006,7846.925
19253-WEP6D6S50HG388341,58.98181818181818,37.14090909090909,650,2017,808.939393939394
19256-5QKVE53545LV17105,634.0,237.0,X5,2005,17952.222222222223
19261-WMWML335K9TK34428,71.19833333333334,90.02499999999999,COOPER CLUBMAN,2009,13650.666666666666
19262-5QKTR9S55KLD95603,99.815,28.0,X3,2019,15597.0
19262-5QKWK9S52G0D65602,129.7052380952381,55.08571428571428,X3,2016,28472.928571428572
19262-WEKPP73426WS52752,66.6,49.25,X3,2006,18657.544642857145
19268-5QKVE53526LV21073,242.2658823529412,121.27294117647058,X5,2006,8887.226827094475
19271-WEKPP73455WS51061,181.57241379310346,138.60172413793103,X3,2005,12979.423758138413
19273-WEP5E3S52GG259824,2311.4266666666667,130.53333333333333,535,2016,11797.0
19279-5QKVE93503LN81257,39.385,80.5775,X5,2003,15134.968795093795
19285-WEPWE73567PV80048,64.01916666666666,82.28583333333334,335,2007,6410.45486111111
19288-WEPVE33521LH08473,0.0,178.8,X5,2001,13843.266666666666
19297-WMWML33588TJ46316,106.0325,82.2375,COOPER CLUBMAN,2008,9673.714285714286
19298-WMWRE33546TL18578,150.0,331.2,COOPER S 6SPD,2006,12645.25
19299-WMWMV73518TV34597,77.11500000000001,243.025,COOPER S,2008,10879.3
19303-WEPPL33579P404951,174.67153846153846,164.44653846153844,335,2009,17476.580026223775
19310-WEPPK73519P450947,111.38306122448981,126.75285714285715,328,2009,19964.922670583386
19314-WEPKS8S53PSY68044,306.17952380952386,146.53333333333336,750,2010,11006.965986394558
19315-5QKKS4S54V0N10005,80.66,53.747727272727275,X5,2015,18560.613636363636
19315-5QKZW0S52S0E89771,160.83588235294118,97.18235294117646,X5,2012,11343.89705882353
19315-WEP3D5S54EKK95763,58.1912,47.39,328,2014,15083.178666666667
19315-WEPHN83568DT81543,357.74,319.7,750,2008,16980.6
19315-WEPKS6S53SDK99647,158.76,185.0,750,2012,2583.5
19315-WEPPK7S58EP971475,128.95307692307694,200.54615384615383,328,2011,15749.26923076923
19315-WESVV9S52DD097104,99.82199999999999,50.016666666666666,M5,2013,10375.666666666666
19315-WMWMV33547TT53484,112.96625,102.9025,COOPER 1.6,2007,9598.367857142857
19316-WEPEV33455KK09104,70.09,108.7,3 SERIES E46,2005,10342.543447293447
19319-WEKPS7S44PWE53099,36.105555555555554,105.37222222222222,X3,2010,16145.103174603175
19319-WEPVE13556KK36620,143.604375,257.650625,325,2006,18395.58027129121
19326-WEPVD13586KV10937,116.94666666666666,134.98333333333332,325,2006,10109.66426906427
19327-WMWMV33559TW72072,145.91111111111113,107.78444444444443,COOPER 1.6,2009,9643.91111111111
19332-WMWMV73537TL85107,34.688,63.510000000000005,COOPER S,2007,8883.743055555557
19334-WEPVT73587VZ36448,103.03,78.54388888888889,328,2007,14604.432980599648
19335-5QKVP13544LQ22036,1.8375,66.4875,X5,2004,11002.9
19335-WEPNV33517SS39513,107.17473684210526,98.46315789473684,525,2007,8547.772875370245
19336-WEPWS33507PS86170,66.6,45.6,328,2007,14687.57142857143
19337-WEPWL73558PK54657,137.57,187.4,335,2008,5148.7
19340-WEPVD33556KV63252,87.33263157894737,121.98947368421054,330,2006,11495.150257637099
19342-WMWMM33559TP74252,89.06785714285715,99.28999999999999,COOPER CLUBMAN,2009,19023.280272108845
19344-WEP3E3S56DJ812089,20.09,160.5,328,2013,10486.666666666666
19344-WEPWL13508PK22129,80.86800000000001,32.0,328,2008,8290.013333333332
19346-WMWKM5S58V3P04585,15.590000000000002,33.5,COOPER HATCH,2015,5582.0
